id,autore-0-name,autore-0-url,autore-0-rif,autore-0-ambito,autore-0-motiv,autore-1-name,autore-1-url,autore-1-rif,autore-1-ambito,autore-1-motiv,autore-2-name,autore-2-url,autore-2-rif,autore-2-ambito,autore-2-motiv,autore-3-name,autore-3-url,autore-3-rif,autore-3-ambito,autore-3-motiv,autore-4-name,autore-4-url,autore-4-rif,autore-4-ambito,autore-4-motiv,oggetto-def,oggetto-id,soggetto,denominazione,tecnica,lavorazione,descrizione,misure,loc-0-prov,loc-0-comune,loc-0-geonames,loc-0-lat,loc-0-long,loc-0-contenitore,loc-0-specifica,loc-0-isOriginal,loc-1-isOriginal,loc-1-prov,loc-1-comune,loc-1-geonames,loc-1-contenitore,loc-1-specifica,loc-1-crono,loc-2-isOriginal,loc-2-prov,loc-2-comune,loc-2-geonames,loc-2-contenitore,loc-2-specifica,loc-2-crono,loc-3-isOriginal,loc-3-prov,loc-3-comune,loc-3-geonames,loc-3-contenitore,loc-3-specifica,loc-3-crono,loc-4-isOriginal,loc-4-prov,loc-4-comune,loc-4-geonames,loc-4-contenitore,loc-4-specifica,loc-4-crono,loc-5-isOriginal,loc-5-prov,loc-5-comune,loc-5-geonames,loc-5-contenitore,loc-5-specifica,loc-5-crono,loc-6-isOriginal,loc-6-prov,loc-6-comune,loc-6-geonames,loc-6-contenitore,loc-6-specifica,loc-6-crono,loc-7-isOriginal,loc-7-prov,loc-7-comune,loc-7-geonames,loc-7-contenitore,loc-7-specifica,loc-7-crono,data-da,data-a,not-storico-critiche,stato-conservazione,restauro,relazioni,bibliografia,img-path,more-img-paths,autore-scheda
192,Elia della Marra,6,?,"Scuola italiana, scuola lombarda, scuola mantovana",Bibliografia (AP71),,,,,,,,,,,,,,,,,,,,,rilievo,,Madonna col Bambino,,modellazione,policromia,Il rilievo mostra una Madonna di profilo a figura intera rivolta verso destra che tiene in braccio il Bambino avvicinandolo al proprio volto. Ai lati della figura principale compaiono due santi di minori dimensioni,<i>Da verificare</i>,MN,"Curtatone, San Silvestro",https://www.geonames.org/9035395/curtatone.html,45.15253,10.71989,Via Vittorina Gementi 1,edicola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1450,1470,Beatrice Rosa (su segnalazione di Stefano L'Occaso) ha ricollegato questo rilievo al tabernacolo fittile conservato al Frassino e a una Madonna col Bambino del Museo del Louvre. Tutte queste terrecotte sembrano infatti derivare da un medesimo stampo forse ideato da Elia della Marra. La composizione di San Silvestro risulta però speculare rispetto alle altre e con qualche variazione,L'opera coperta da una cromia moderna presenta numerose rotture ed è in cattivo stato di conservazione,,Madonna mantovana del tipo Guicciardini,"AM 44, 278 nota 16; M64, 89; AP71, 31-50",192.JPG,,Marco Scansani
193,Elia della Marra,6,?,"Scuola italiana, scuola lombarda, scuola mantovana",Bibliografia (AP71),,,,,,,,,,,,,,,,,,,,,rilievo,,Figura virile,,modellazione,policromia perduta,Il frammento mostra una figura virile – forse un bambino – di profilo che tiene un oggetto adagiato sulla spalla destra,<i>Da verificare</i>,MN,Mantova,https://www.geonames.org/3174051/mantova.html,45.16031,10.79784,Palazzo Ducale,depositi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1450,1470,"Beatrice Rosa ha ricondotto su base stilistica quest'opera al tabernacolo fittile del Frassino, forse realizzato da Elia della Marra","L'opera è in stato frammentario, rotta in più punti e ha perduto la cromia",,,"M64, 90-91",193.png,,Marco Scansani
194,Anonimo mantovano,,,"Scuola italiana, scuola lombarda, scuola mantovana",Bibliografia (M54),,,,,,,,,,,,,,,,,,,,,rilievo,,Dio Padre e angeli,,modellazione,policromia perduta,Il frammento mostra un Dio Padre attorniato da cherubini,<i>Da verificare</i>,MN,Borgo Virgilio,https://www.geonames.org/11287661/borgo-virgilio.html,45.08266,10.78748,Via di Mezzo 1,strada privata Alcide de Gasperi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1450,1470,Maria Rosa Palvarini Gobio Casali ha segnalato questo frammento riconoscendolo come opera tardogotica. Si tratta forse della porzione sommitale di un polittico fittile. La fisionomia pingue degli angeli mi pare prossima a quella del Bambino della Madonna conservata nell'Oratorio della Corte Streggia a Suzzara,L'opera è in pessimo stato di conservazione e ha perduto la cromia,,,"M54, 95; M64, 374-376",194.JPG,,Marco Scansani
195,Anonimo mantovano,,,"Scuola italiana, scuola lombarda, scuola mantovana",Bibliografia (M54),,,,,,,,,,,,,,,,,,,,,statua,,Madonna col Bambino,,modellazione,policromia perduta,La terracotta mostra la Madonna assisa in trono che regge il Bambino sulle gambe mentre quest'ultimo con la mano destra benedice e con la sinistra afferra un lembo del velo materno,<i>Da verificare</i>,MN,Mantova,https://www.geonames.org/3174051/mantova.html,45.16031,10.79784,Casa della Beata Osanna Andreasi,,,P,MN,Mantova,https://www.geonames.org/3174051/mantova.html,Collezione Conte Alessandro Magnaguti,,1939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1490,1520,Maria Rosa Palvarini Gobio Casali ha pubblicato questa scultura riferendola ad un anonimo plasticatore locale ancora dipendente da schemi quattrocenteschi e ha rilevato alcune assonanze con un'altra Madonna col Bambino in terracotta conservata a Palazzo Ducale. Beatrice Rosa ha individuato affinità anche con la Vergine di Corte Carbonella presso Pegognaga,L'opera ha perduto la policromia ma è in buono stato di conservazione,,,"M54, 62; M64, 344",195.png,,Marco Scansani
196,Anonimo mantovano,,,"Scuola italiana, scuola lombarda, scuola mantovana",Bibliografia (M53),,,,,,,,,,,,,,,,,,,,,statua,,Madonna col Bambino,,modellazione,policromia perduta,"La terracotta mostra la Madonna assisa in trono che adora, con le mani giunte, il Bambino disteso sulle sue gambe",altezza 70 cm,MN,Mantova,https://www.geonames.org/3174051/mantova.html,45.16031,10.79784,Palazzo Ducale,depositi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1470,1500,Si ignora la provenienza di questa scultura che è stata riferita da Leandro Ozzola a un anonimo plasticatore mantovano del XV secolo. Maria Rosa Palvarini Gobio Casali ha rilevato nel modellato pieno e morbido una consapevolezza rinascimentale (seppur in chiave popolare) che potrebbe spingere in avanti la cronologia. Beatrice Rosa ha riconosciuto la matrice veronese dell'iconografia ma ha messo in dubbio l'autenticità dell'opera,L'opera ha perduto la policromia e presenta alcune rotture diffuse,,,"M53, 29; M54, 60; M64, 352, 355",196.png,,Marco Scansani
197,Anonimo lombardo,,,"Scuola italiana, scuola lombarda",Bibliografia (M54),,,,,,,,,,,,,,,,,,,,,statua,,Madonna col Bambino,Madonna della neve,modellazione,policromia perduta,"La terracotta mostra la Madonna in trono che tiene il figlio sulle gambe. Quest'ultimo indossa una collana di perle con un corallo pendente, con la mano destra benedice e con la sinistra tiene un piccolo globo",74x50 cm,MN,Suzzara,https://www.geonames.org/6540649/suzzara.html,44.99187,10.74309,Oratorio della Corte Streggia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1470,1490,"L'opera è sempre stata oggetto di grande devozione: nel Cinquecento era collocata in un capitello (probabilmente di pertinenza della corte degli Striggi, casata legata a quella gonzaghesca) e nel Settecento fu costruito l'attuale oratorio forse proprio per conservare la scultura ritenuta miracolosa. La Madonna col Bambino suzzarese fu oggetto di cospicue integrazioni: la superficie venne più volte ridipinta e i due personaggi abbigliati con corone metalliche ed ex voto. Tali aggiunte sono state rimosse nel corso dell'ultimo restauro. A parere di Beatrice Rosa la scultura mostra alcune attinenze con le invenzioni del cosiddetto Maestro della Madonna del Topo",L'opera è in buono stato di conservazione sebbene la policromia sia stata quasi totalmente rimossa,Alla fine degli anni Novanta l'opera è stata oggetto di un restauro che ha rimosso tutte le integrazioni e laraga parte della cromia,,"M54, 66; M64, 347-351",197.png,,Marco Scansani
198,Anonimo mantovano,,,"Scuola italiana, scuola lombarda, scuola mantovana",Bibliografia (M64),,,,,,,,,,,,,,,,,,,,,rilievo,,Madonna col Bambino,,modellazione,scialbatura,"La terracotta mostra una Madonna seduta con il Bambino in braccio, inserita in un’architettura costituita da due colonnine tortili con capitelli vegetali che reggono un arco a sesto acuto decorato con piccoli motivi a girali","37,5x26 cm",MN,"Suzzara, Sailetto",https://www.geonames.org/6540649/suzzara.html,44.99187,10.74309,Via Pioppelle 15,loghino Temporella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1450,1460,"La terracotta, pubblicata nel 1985 come opera del XX secolo, è stata riferita a uno scultore locale della seconda metà del XV secolo da Beatrice Rosa",L'opera ha perduto la policromia ma è in buono stato di conservazione,,,"M65, 170; M64, 82-83",198.png,,Marco Scansani
199,Anonimo mantovano,,,"Scuola italiana, scuola lombarda, scuola mantovana",Bibliografia (M64),Elia della Marra,6,?,"Scuola italiana, scuola lombarda, scuola mantovana",Bibliografia (AP74),,,,,,,,,,,,,,,,rilievo,,Madonna col Bambino,,stampo,policromia perduta,"La terracotta mostra una Madonna a mezza figura che si staglia su un fondale a finto vimini e sorregge con entrambe le mani il bambino in piedi. Quest'ultimo, totalmente nudo, trattiene un cardellino. Alla base delle due figure è inserita una mezzaluna e l'intera composizione è inscritta in una ghirlanda",<i>Da verificare</i>,MN,Mantova,https://www.geonames.org/3174051/mantova.html,45.16031,10.79784,Via Chiassi 17,Casa Pescasio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1480,1500,"Maria Rosa Palvarini Gobio Casali ha accostato questo rilievo a Elia della Marra per il fondale trattato in maniera del tutto simile a quello del Compianto di Santa Croce firmato dall'artista mantovano. Stefano L'Occaso ha precisato che il tondo di Via Chiassi mostra forme già pienamente rinascimentali solitamente estranee allo stile di Elia, concludendo che potrebbe trattarsi di una sua opera tarda oppure addirittura di un altro artista. Beatrice Rosa ha negato la paternità del plasticatore mantovano individuando (come già fatto da Palvarini Gobio Casali) il prototipo della composizione in alcune Madonne di Andrea della Robbia che effettivamente nella seconda metà del XV secolo fu in contatto con Mantova. Lo scultore fiorentino potrebbe aver fornito un modello poi reinterpretato da un artista locale. Lo stesso stampo è stato utilizzato per realizzare una terracotta ora conservata a Pieve di Coriano",L'opera ha perduto la policromia ma è in buono stato di conservazione,,Derivazione mantovana da una Madonna di Adrea della Robbia,"M54, 158-159; AP74, 54-55 nota 22; M64, 31-324",199.png,,Marco Scansani
200,Anonimo mantovano,,,"Scuola italiana, scuola lombarda, scuola mantovana",Bibliografia (M64),,,,,,,,,,,,,,,,,,,,,rilievo,,Madonna col Bambino,,stampo,policromia perduta,"La terracotta mostra una Madonna a mezza figura che sorregge con entrambe le mani il Bambino in piedi. Quest'ultimo, totalmente nudo, trattiene un cardellino",<i>Da verificare</i>,MN,Pieve di Coriano,https://www.geonames.org/6534615/pieve-di-coriano.html,45.03388,11.1078,Chiesa di Santa Maria Assunta,,,P,MN,Poggio Rusco,https://www.geonames.org/3170441/poggio-rusco.html,Collezione Amedeo Guarnieri,,,,MN,Poggio Rusco,https://www.geonames.org/3170441/poggio-rusco.html,murata su una corte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1480,1500,Beatrice Rosa (su segnalazione di Marco Scansani) ha messo in relazione quest'opera con un rilievo murato a Mantova in Via Chiassi 17 (già riferito a Elia della Marra da Maria Rosa Palvarini Gobio Casali). Il prototipo di entrambe le composizioni è da riconoscere in alcune Madonne di Andrea della Robbia che effettivamente nella seconda metà del XV secolo fu in contatto con Mantova. Lo scultore fiorentino potrebbe aver fornito un modello poi reinterpretato da un artista locale.,L'opera ha perduto la policromia e presenta diverse rotture,,Derivazione mantovana da una Madonna di Adrea della Robbia,"M64, 322",200.JPG,,Marco Scansani
201,Anonimo mantovano,,,"Scuola italiana, scuola lombarda, scuola mantovana",Bibliografia (M64),Elia della Marra,6,?,"Scuola italiana, scuola lombarda, scuola mantovana",Bibliografia (AM44),,,,,,,,,,,,,,,,busto,,Santo,Madonna della salute,modellazione,policromia,La terracotta mostra il busto di Madonna con lunghi capelli avvolti da un velo fissato sul petto da due fermagli a forma di fiore,<i>Da verificare</i>,MN,Goito,https://www.geonames.org/3176014/goito.html,45.25076,10.66121,Chiesa di San Pietro Apostolo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1490,1510,"Questa Madonna è stata ritenuta di un plasticatore mantovano del principio del XVI secolo secondo Maria Rosa Palavarini Gobio Casali, mentre Stefano l'Occaso l'ha associata alla produzione di Elia della Marra. Beatrice Rosa ha però sottolineato che i rimaneggiamenti e le ridipinture rendono arduo il riconoscimento della paternità. Inoltre i panneggi spessi e increspati sul petto mostrano una conduzione solitamente assente nelle opere di Elia (si ritrovano però simili nella Madonna in Via Chiassi 17).",L'opera presenta una policromia moderna ed è rimaneggiata in più punti,,,"M54, 47; AM44, 278 nota 16; M64, 124.",201.png,,Marco Scansani
202,Anonimo mantovano,,,"Scuola italiana, scuola lombarda, scuola mantovana",Bibliografia (M64),,,,,,,,,,,,,,,,,,,,,rilievo,serie,Madonna col Bambino,Madonna dai capelli fluenti,stampo,policromia,"La Madonna è raffigurata con lunghi capelli ondulati che le ricadono sulle spalle, adagiandosi sull’abito dallo scollo a barchetta coperto da un mantello dalle pieghe spezzate, dure e angolose; in braccio regge il Figlio dal volto tondeggiante, abbellito da una collana e un bracciale e seduto a con le gambine distese e appoggiate sul petto della Madre mentre regge una mela nella mano sinistra. Alla base della composizione è inserita una decorazione di volta in volta variata in base allo stampo",33x24 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1470,1500,"Maria Rosa Palvarini Gobio Casali ha suggerito di identificare il prototipo di questa composizione nella cosiddetta Madonna Piccolomini o nella Madonna della Pace di Hans von Fernach. Come ha però giustamente evidenziato Beatrice Rosa il modello va ricercato in tutt'altro ambito: la Vergine rappresentata con i capelli lunghi e con i panneggi dall'andamento aguzzo è tipica della produzione artistica d'Oltralpe. La composizione riscontra inoltre notevoli affinità con una stampa del Meister E.S. conservata presso il Bode Museum di Berlino. La tipologia godette di grande fortuna anche in Emilia dove fu oggetto di grande devozione (eclatanti in questo senso sono i casi della Madonna dell'Olmo di Budrio (BO) e della Madonna del Quercione di Piumazzo (MO). Tra le repliche è possibile individuare almeno quattro gruppi distinti caratterizzati da basi differenti: due volti affiancati da motivi vegetali, tre tondi con busti all’antica alternati da due cavalieri rampanti, un’anfora dalla quale si diramano motivi a girali fitomorfi, oppure senza base. Gli esemplari rintracciati finora sono conservati a:(due volti affiancati da motivi vegetali) Mantova, Museo di Palazzo Ducale (inv. 11793); Mantova, Via Chiassi 58; Mantova, Via Massari 26; Mantova, via Giulio Romano 48; San Benedetto Po (MN), Corte di Zovo; San Benedetto Po (MN), Museo Civico Polironiano; Suzzara (MN), Via Curtatone e Montanara 144; Suzzara (MN), via Villa Inferiore; Suzzara (MN), Via Assetti;Polesine (MN), Casa Galavotti; Virgilio (MN), nella corte Casale; Revere (MN), Via Zello 38; Berlino, Bode Museum; Mercato antiquario; Mercato antiquario (stucco; (tre tondi con busti all’antica alternati da due cavalieri rampanti) Mantova, Collezione privata; Mantova, Collezione privata; Bologna, Oratorio della Beata Vergine delle Grazie del Battifero; Minerbio (BO), Chiesa di San Giovanni in Triario (in scagliola); Bologna, Via Santo Stefano 87; Reggio Emilia, Casa Prampolini (in gesso?); (un’anfora dalla quale si diramano motivi a girali fitomorfi); Piumazzo (MO), Chiesa di San Giacomo; Londra, Victoria & Albert Museum (in cartapesta); (senza base) Mantova, Via Finzi 6; Saronno, Santuario della Beata Vergine dei Miracoli; Mantova, Vicolo deserto 4 (probabilmente una copia moderna); Budrio (BO), Santuario della Madonna dell’Olmo (in cartapesta)",,,"Madonne seriali della tipologia ""dai capelli fluenti""","M54, 178; M64, 226-242",202.png,,Marco Scansani
203,Anonimo mantovano,,,"Scuola italiana, scuola lombarda, scuola mantovana",Bibliografia (M78),,,,,,,,,,,,,,,,,,,,,decorazione architettonica,serie,Putto reggighirlanda,,stampo,policromia perduta,Un putto alato e ignudo incede verso destra mentre sostiene sulla testa una ghirlanda. Sopra di lui compare una corona inserita in una valva di conchiglia,56x34 cm,MN,Viadana,https://www.geonames.org/3164440/viadana.html,44.93553,10.51898,"Museo Civico ""Antonio Parazzi""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1470,1500,"Questo putto, realizzato a stampo, doveva comporre, insieme ad altri in pose simili o speculari un fregio architettonico. L'iconografia è desunta dai celebri Troni degli dei, sculture del I secolo d.C. che ebbero grande fortuna tra gli artisti del rinascimento.",L'opera ha perduto quasi totalmente la coloritura bianca e presenta molte rotture,,Fregio viadanese con Putti reggighirlanda,"M78, 141-142; M64, 285-287",203.JPG,,Marco Scansani
204,Anonimo mantovano,,,"Scuola italiana, scuola lombarda, scuola mantovana",Bibliografia (M78),,,,,,,,,,,,,,,,,,,,,decorazione architettonica,serie,Putto reggighirlanda,,stampo,policromia perduta,Un putto alato e ignudo incede verso sinistra mentre sostiene sulla testa una ghirlanda. Sopra di lui compare una corona inserita in una valva di conchiglia,57x33 cm,MN,Viadana,https://www.geonames.org/3164440/viadana.html,44.93553,10.51898,"Museo Civico ""Antonio Parazzi""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1470,1500,"Questo putto, realizzato a stampo, doveva comporre, insieme ad altri in pose simili o speculari un fregio architettonico. L'iconografia è desunta dai celebri Troni degli dei, sculture del I secolo d.C. che ebbero grande fortuna tra gli artisti del rinascimento. Luigi Cavatorta ha reso nota l'esistenza di altri esemplari a Viadana frutto del medesimo stampo: uno già in Via Cesare Aroldi (edificio demolito nel 1979), uno affisso su un fienile privato noto grazie a una foto storica (esemplare che potrebbe coincidere con quello ora conservato in museo), e uno tuttora murato su un edificio privato in via Gerbolina",L'opera ha perduto quasi totalmente la coloritura bianca e presenta molte rotture,,Fregio viadanese con Putti reggighirlanda,"M78, 141-142; M64, 285-287",204.JPG,,Marco Scansani
205,Anonimo mantovano,,,"Scuola italiana, scuola lombarda, scuola mantovana",Bibliografia (M54),,,,,,,,,,,,,,,,,,,,,statua,,Madonna col Bambino,,modellazione,policromia,"Una Madonna assisa in trono tiene il figlio seduto sulle gambe, mentre quest'ultimo le afferra il velo con la mano sinistra",<i>Da verificare</i>,MN,Pegognaga,https://www.geonames.org/3171305/pegognaga.html,44.99456,10.85967,Oratorio della Corte Carbonella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1480,1500,"Scondo la tradizione questa Madonna fu ritrovata nelle campagne circostanti del fondo Corbelletta (Pegognaga) durante l’aratura dei campi e per custodirla, nei primi decenni del Settecento, fu eretto il piccolo Oratorio che ancora la ospita. Le pesanti ridipinture rendono ardua una lettura stilistica: come ha però notato Beatrice Rosa la terracotta condivide l'iconografia di una più tarda Madonna col Bambino conservata presso Casa Andreasi a Mantova. Potrebbe forse trattarsi dell'opera di un plasticatore locale consapevole della coeva produzione di Elia della Marra",L'opera è coperta da spesse gessature e ridipinture,,,"M54, 64; M58, 61-62; M64, 343-345",205.png,,Marco Scansani
206,Anonimo mantovano,,,"Scuola italiana, scuola lombarda, scuola mantovana",Bibliografia (M54),,,,,,,,,,,,,,,,,,,,,statua,,Madonna col Bambino,,modellazione,policromia,"Una Madonna assisa in trono tiene il figlio seduto sulle gambe, mentre quest'ultimo, totalmente nudo, indica il cielo con la mano destra",<i>Da verificare</i>,MN,"Volta Mantovana, Cereta",https://www.geonames.org/3179090/cereta.html,45.30503,10.64125,Chiesa della Madonna di Mezzacampagna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1480,1520,"Il santuario di Mezzacampagna, le cui origini risalgono con tutta probabilità all’XI secolo, nel Quattrocento ospitò una comunità di frati Minori. La Madonna col Bambino posta sull'altare, più volte ridipinta (anche di recente), mostra un linguaggio goffo e popolare che rende arduo il riconoscimento del contesto stilistico e cronologico",L'opera è stata più volte ridipinta,,,"M54, 56-57; M64, 339-341",206.png,,Marco Scansani
207,Anonimo dell'Italia settentrionale [da Anonimo toscano],,,"Scuola italiana, scuola toscana",Bibliografia (M64),,,,,,,,,,,,,,,,,,,,,rilievo,serie,Madonna col Bambino,,stampo,policromia perduta,Una Madonna a mezza figura che pare affacciarsi da una finestra sorregge con la mano sinistra il Bambino in piedi sul bordo del davanzale,<i>Da verificare</i>,MN,Mantova,https://www.geonames.org/3174051/mantova.html,45.16031,10.79784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1460,1480,"Per primo Wilhelm Bode nel 1886 associò questa tipologia alla Madonna col Bambino del sepolcro marmoreo di Barbara Manfredi in San Biagio a Forlì (già ritenuta di Benedetto da Maiano e oggi attribuita a Francesco di Simone Ferrucci). Diversamente Frida Schottmüller preferì riferire le formelle seriali ad Antonio Rossellino mentre Wilhelm Reinhold Valentiner propose il nome di Francesco di Simone Ferrucci (conclusione poi condivisa da Eleonora Belli). Beatrice Rosa ha individuato in un rilievo marmoreo conservato al Museo del Louvre il possibile prototipo della serie da lei riferito allo stesso maestro che realizzò la porzione centrale del tabernacolo marmoreo di gusto fiorentino conservato nella parrocchiale di Ostiglia (MN). Secondo questa lettura le prime derivazioni dal modello parigino sarebbero quelle in stucco che conservano le nuvole alla base, in seguito la composizione sarebbe stata modificata con l'introduzione del davanzale (come appare nelle versioni in terracotta conservate a Mantova, Vicolo Cinque Reggiole 1/1; San Benedetto Po, Villa Garibaldi; Quarantoli (Mirandola), Chiesa della Madonna della Neve)",,,,"AP96, 25; M36, 66; M38, 82; M79x, 168-170; M64, 293-316",207.png,,Marco Scansani
208,Anonimo lombardo,,,"Scuola italiana, scuola lombarda",Bibliografia (M64),,,,,,,,,,,,,,,,,,,,,rilievo,,San Francesco d'Assisi riceve le stimmate,,modellazione,policromia perduta,San Francesco inginocchiato protende le mani e lo sguardo verso l'alto,<i>Da verificare</i>,MN,Viadana,https://www.geonames.org/3164440/viadana.html,44.93553,10.51898,Oratorio della Madonna della Concia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1470,1490,"La scultura, murata sulla facciata dell'Oratorio edificato nel 1595, è sicuramente il frutto di un reimpiego e con ogni probabilità doveva far parte di una composizione più grande. Nell'iconografia tradizionale infatti San Francesco riceve le stimmate da un crocifisso che appare nel cielo. Il cattivo stato di conservazione impedisce di riferire la scultura a un preciso ambito stilistico, ma potrebbe trattarsi dell'opera di un maestro lombardo dell'ultimo quarto del XV secolo","L'opera è in cattivo stato di conservazione: ha perduto entrambe le mani, è rotta in più punti ed è ricoperta di muschi e licheni",,,"M78, 12-16; M64, 371-373",208.png,,Marco Scansani
209,Anonimo mantovano,,,"Scuola italiana, scuola lombarda, scuola mantovana",Analisi stilistica,Andrea Mantegna,http://vocab.getty.edu/page/ulan/500004218,?,"Scuola italiana, scuola lombarda, scuola mantovana",Bibliografia (SC18),,,,,,,,,,,,,,,,statua,,Cristo risorto,,modellazione,policromia perduta,"La statuetta mostra un Cristo con capelli lunghi e una barba corta, abbigliato con un manto che gli avvolge il braccio sinistro, gli cinge i fianchi e ricade fino a terra lasciandogli scoperto il torso. Con la mano destra (di cui oggi resta solo il pollice) si indica la ferita sul costato",altezza 91 cm,MN,Collezione privata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1480,1500,"La statua è stata accostata da Rodolfo Signorini ad Andrea Mantegna per la stringente somiglianza dei panneggi con il disegno dello stesso maestro padovano che ritrae Cristo tra i santi Andrea e Longino (Staatliche Graphische Sammlung Monaco di Baviera, inv. 3065). Le affinità con la produzione del pittore sono innegabili, ma è possibile che qualche plasticatore mantovano (come Gian Marco Cavalli), ben consapevole delle invenzioni di Mantegna, fosse in grado di tradurle tridimensionalmente attraverso la terracotta","L'opera, che ha perduto la cromia, presenta diverse mutilazioni e reintegrazioni",Restaurato da Augusto Morari,,"SC18, 480-481",209.jpg,,Marco Scansani
210,Andrea della Robbia,http://vocab.getty.edu/page/ulan/500030958,bottega,"Scuola italiana, scuola toscana, scuola fiorentina",Bibliografia (M79x),,,,,,,,,,,,,,,,,,,,,rilievo,,Stemma di Gabriele Ginori,,modellazione,invetriatura,"Il rilievo di forma rettangolare è sormontato da un cartoccio, con tanto di rotoli alle due estremità, che ci ricorda il committente dell’opera: “GHABRIEL GINORIUS NOBILIS FLOREN(TINUS) COMES EQUES AC PRET(OR)”, in basso la data 1494. Al centro l’arme famigliare su fondo azzurro con una banda d’oro caricata di tre stelle blu con otto punte; la cornice attorno, decorata da festoni di fiori e frutta, presenta in alto gli stemmi dei Gonzaga, della Repubblica di Firenze e degli Estensi, ai lati quello dei Medici e lo stemma pontificale, infine in basso a destra l’emblema di Alessandro VI Borgia",<i>Da verificare</i>,MN,Mantova,https://www.geonames.org/3174051/mantova.html,45.16031,10.79784,Palazzo di San Sebastiano,,,P,MN,Mantova,https://www.geonames.org/3174051/mantova.html,Museo Civico,,1797-1915,O,MN,Mantova,https://www.geonames.org/3174051/mantova.html,Palazzo del Podestà,Torre dell'Orologio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1494,1494,"Lo stemma di Gabriele Ginori, nobile fiorentino che fu podestà di Mantova tra il 1493 e il 1494 è stato riferito alla bottega di Andrea della Robbia. Lo scultore fiorentino era infatti già dal 1471 in contatto con la città virgiliana e con Luca Fancelli (che si occupò di restaurare il Palazzo del Podestà) per la realizzazione di una 'testa' per i Gonzaga.",L'opera è in buono stato di conservazione,,,"M79x, 146-151; SC19, 238-239",210.png,,Marco Scansani
211,Anonimo mantovano,,,"Scuola italiana, scuola lombarda, scuola mantovana",Analisi stilistica,,,,,,,,,,,,,,,,,,,,,statua,,Santo,,modellazione,policromia perduta,L'opera è composta di sette pezzi frammentari sovrapposti che costituiscono la figura di un santo barbuto dal lungo abito panneggiato,32x21x36 cm,MN,Asola,https://www.geonames.org/3182734/asola.html,45.22018,10.41214,"Museo Civico ""G. Bellini""",,,P,MN,Asola,https://www.geonames.org/3182734/asola.html,Via XX Settembre 19,Murata nel sottotetto,1980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1450,1470,"La statua è stata rinvenuta intorno alla fine degli anni Ottanta, murata nel sottotetto di un edificio. Il modellato appare assai debole e lo stile difficilmente classificabile, così come la cronologia. Lo schedatore della Soprintendenza l'ha riferita alla cultura tardogotica e ha suggerito una possibile provenienza dalla facciata della Cattedrale di Sant'Andrea ad Asola che fu spogliata di fregi e pinnacoli nel XVI secolo","L'opera è in stato frammentario, presenta numerose rotture e mutilazioni",,,,211.jpg,,Marco Scansani
